OPERATOR,WORKER,JOBCOUNTRYCODE,EFECTIVESTARTDATE,
,30002393            ,PER,04/08/2017,
,30002394            ,PER,04/08/2017,
,30002395            ,PER,04/08/2017,
,30002396            ,PER,04/08/2017,
,30002397            ,PER,04/08/2017,
,30002398            ,PER,04/08/2017,
,30002399            ,PER,04/08/2017,
,30002400            ,PER,04/08/2017,
,30002401            ,PER,04/08/2017,
,30002402            ,PER,04/08/2017,
,30002403            ,PER,04/08/2017,
,30002404            ,PER,04/08/2017,
,30002405            ,PER,04/08/2017,
,30002406            ,PER,04/08/2017,
,30002407            ,PER,04/08/2017,
,30002408            ,PER,04/08/2017,
,30002409            ,PER,04/08/2017,
,30002410            ,PER,04/08/2017,
,30002411            ,PER,04/08/2017,
,30002412            ,PER,04/08/2017,
,30002413            ,PER,04/08/2017,
,30002414            ,PER,04/08/2017,
,30002415            ,PER,04/08/2017,
,30002416            ,PER,04/08/2017,
,30002417            ,PER,04/08/2017,
,30002418            ,PER,04/08/2017,
,30002419            ,PER,04/08/2017,
,30002420            ,PER,04/08/2017,
,30002421            ,PER,04/08/2017,
,30002422            ,PER,04/08/2017,
,30002423            ,PER,04/08/2017,
,30002424            ,PER,04/08/2017,
,30002425            ,PER,04/08/2017,
,30002426            ,PER,04/08/2017,
,30002427            ,PER,04/08/2017,
,30002428            ,PER,04/08/2017,
,30002429            ,PER,04/08/2017,
,30002430            ,PER,04/08/2017,
,30002431            ,PER,04/08/2017,
,30002432            ,PER,04/08/2017,
,30002433            ,PER,04/08/2017,
,30002434            ,PER,04/08/2017,
,30002435            ,PER,04/08/2017,
,30002436            ,PER,04/08/2017,
,30002437            ,PER,04/08/2017,
,30002438            ,PER,04/08/2017,
,30002439            ,PER,04/08/2017,
,30002440            ,PER,04/08/2017,
,30002441            ,PER,04/08/2017,
,30002442            ,PER,04/08/2017,
,30002443            ,PER,04/08/2017,
,30002444            ,PER,04/08/2017,
,30002445            ,PER,04/08/2017,
,30002446            ,PER,04/08/2017,
,30002447            ,PER,04/08/2017,
,30002448            ,PER,04/08/2017,
,30002449            ,PER,04/08/2017,
,30002450            ,PER,04/08/2017,
,30002451            ,PER,04/08/2017,
,30002452            ,PER,04/08/2017,
,30002453            ,PER,04/08/2017,
,30002454            ,PER,04/08/2017,
,30002455            ,PER,04/08/2017,
,30002456            ,PER,04/08/2017,
,30002457            ,PER,04/08/2017,
,30002458            ,PER,04/08/2017,
,30002459            ,PER,04/08/2017,
,30002460            ,PER,04/08/2017,
,30002461            ,PER,04/08/2017,
,30002462            ,PER,04/08/2017,
,30002463            ,PER,04/08/2017,
,30002464            ,PER,04/08/2017,
,30002465            ,PER,04/08/2017,
,30002466            ,PER,04/08/2017,
,30002467            ,PER,04/08/2017,
,30002468            ,PER,04/08/2017,
,30002469            ,PER,04/08/2017,
,30002470            ,PER,04/08/2017,
,30002471            ,PER,04/08/2017,
,30002472            ,PER,04/08/2017,
,30002473            ,PER,04/08/2017,
,30002474            ,PER,04/08/2017,
,30002475            ,PER,04/08/2017,
,30002476            ,PER,04/08/2017,
,30002477            ,PER,04/08/2017,
,30002478            ,PER,04/08/2017,
,30002479            ,PER,04/08/2017,
,30002480            ,PER,04/08/2017,
,30002481            ,PER,04/08/2017,
,30002482            ,PER,04/08/2017,
,30002483            ,PER,04/08/2017,
,30002484            ,PER,04/08/2017,
,30002485            ,PER,04/08/2017,
,30002486            ,PER,04/08/2017,
,30002487            ,PER,04/08/2017,
,30002488            ,PER,04/08/2017,
,30002489            ,PER,04/08/2017,
,30002490            ,PER,04/08/2017,
,30002491            ,PER,04/08/2017,
,30002492            ,PER,04/08/2017,
,30002493            ,PER,04/08/2017,
,30002494            ,PER,04/08/2017,
,30002495            ,PER,04/08/2017,
,30002496            ,PER,04/08/2017,
,30002497            ,PER,04/08/2017,
,30002498            ,PER,04/08/2017,
,30002499            ,PER,04/08/2017,
,30002500            ,PER,04/08/2017,
,30002501            ,PER,04/08/2017,
,30002502            ,PER,04/08/2017,
,30002503            ,PER,04/08/2017,
,30002504            ,PER,04/08/2017,
,30002505            ,PER,04/08/2017,
,30002506            ,PER,04/08/2017,
,30002507            ,PER,04/08/2017,
,30002508            ,PER,04/08/2017,
,30002509            ,PER,04/08/2017,
,30002510            ,PER,04/08/2017,
,30002511            ,PER,04/08/2017,
,30002512            ,PER,04/08/2017,
,30002513            ,PER,04/08/2017,
,30002514            ,PER,04/08/2017,
,30002515            ,PER,04/08/2017,
,30002516            ,PER,04/08/2017,
,30002517            ,PER,04/08/2017,
,30002518            ,PER,04/08/2017,
,30002519            ,PER,04/08/2017,
,30002520            ,PER,04/08/2017,
,30002521            ,PER,04/08/2017,
,30002522            ,PER,04/08/2017,
,30002523            ,PER,04/08/2017,
,30002524            ,PER,04/08/2017,
,30002525            ,PER,04/08/2017,
,30002526            ,PER,04/08/2017,
,30002527            ,PER,04/08/2017,
,30002529            ,PER,04/08/2017,
,30002530            ,PER,04/08/2017,
,30002531            ,PER,04/08/2017,
,30002532            ,PER,04/08/2017,
,30002533            ,PER,04/08/2017,
,30002534            ,PER,04/08/2017,
,30002535            ,PER,04/08/2017,
,30002536            ,PER,04/08/2017,
,30002537            ,PER,04/08/2017,
,30002538            ,PER,04/08/2017,
,30002539            ,PER,04/08/2017,
,30002540            ,PER,04/08/2017,
,30002542            ,PER,04/08/2017,
,30002543            ,PER,04/08/2017,
,30002544            ,PER,04/08/2017,
,30002545            ,PER,04/08/2017,
,30002546            ,PER,04/08/2017,
,30002547            ,PER,04/08/2017,
,30002548            ,PER,04/08/2017,
,30002549            ,PER,04/08/2017,
,30002550            ,PER,04/08/2017,
,30002551            ,PER,04/08/2017,
,30002552            ,PER,04/08/2017,
,30002553            ,PER,04/08/2017,
,30002554            ,PER,04/08/2017,
,30002555            ,PER,04/08/2017,
,30002556            ,PER,04/08/2017,
,30002557            ,PER,04/08/2017,
,30002558            ,PER,04/08/2017,
,30002559            ,PER,04/08/2017,
,30002560            ,PER,04/08/2017,
,30002561            ,PER,04/08/2017,
,30002562            ,PER,04/08/2017,
,30002563            ,PER,04/08/2017,
,30002564            ,PER,04/08/2017,
,30002565            ,PER,04/08/2017,
,30002566            ,PER,04/08/2017,
,30002567            ,PER,04/08/2017,
,30002568            ,PER,04/08/2017,
,30002569            ,PER,04/08/2017,
,30002570            ,PER,04/08/2017,
,30002571            ,PER,04/08/2017,
,30002572            ,PER,04/08/2017,
,30002573            ,PER,04/08/2017,
,30002574            ,PER,04/08/2017,
,30002575            ,PER,04/08/2017,
,30002576            ,PER,04/08/2017,
,30002577            ,PER,04/08/2017,
,30002578            ,PER,04/08/2017,
,30002579            ,PER,04/08/2017,
,30002580            ,PER,04/08/2017,
,30002581            ,PER,04/08/2017,
,30002582            ,PER,04/08/2017,
,30002583            ,PER,04/08/2017,
,30002585            ,PER,04/08/2017,
,30002586            ,PER,04/08/2017,
,30002587            ,PER,04/08/2017,
,30002588            ,PER,04/08/2017,
,30002589            ,PER,04/08/2017,
,30002590            ,PER,04/08/2017,
,30002591            ,PER,04/08/2017,
,30002592            ,PER,04/08/2017,
,30002593            ,PER,04/08/2017,
,30002594            ,PER,04/08/2017,
,30002595            ,PER,04/08/2017,
,30002596            ,PER,04/08/2017,
,30002597            ,PER,04/08/2017,
,30002598            ,PER,04/08/2017,
,30002599            ,PER,04/08/2017,
,30002600            ,PER,04/08/2017,
,30002601            ,PER,04/08/2017,
,30002602            ,PER,04/08/2017,
,30002603            ,PER,04/08/2017,
,30002604            ,PER,04/08/2017,
,30002605            ,PER,04/08/2017,
,30002606            ,PER,04/08/2017,
,30002607            ,PER,04/08/2017,
,30002608            ,PER,04/08/2017,
,30002609            ,PER,04/08/2017,
,30002610            ,PER,04/08/2017,
,30002611            ,PER,04/08/2017,
,30002612            ,PER,04/08/2017,
,30002613            ,PER,04/08/2017,
,30002614            ,PER,04/08/2017,
,30002615            ,PER,04/08/2017,
,30002616            ,PER,04/08/2017,
,30002617            ,PER,04/08/2017,
,30002618            ,PER,04/08/2017,
,30002619            ,PER,04/08/2017,
,30002621            ,PER,04/08/2017,
,30002623            ,PER,04/08/2017,
,30002624            ,PER,04/08/2017,
,30002625            ,PER,04/08/2017,
,30002626            ,PER,04/08/2017,
,30002627            ,PER,04/08/2017,
,30002628            ,PER,04/08/2017,
,30002629            ,PER,04/08/2017,
,30002630            ,PER,04/08/2017,
,30002631            ,PER,04/08/2017,
,30002632            ,PER,04/08/2017,
,30002633            ,PER,04/08/2017,
,30002634            ,PER,04/08/2017,
,30002635            ,PER,04/08/2017,
,30002636            ,PER,04/08/2017,
,30002637            ,PER,04/08/2017,
,30002638            ,PER,04/08/2017,
,30002639            ,PER,04/08/2017,
,30002640            ,PER,04/08/2017,
,30002641            ,PER,04/08/2017,
,30002642            ,PER,04/08/2017,
,30002643            ,PER,04/08/2017,
,30002644            ,PER,04/08/2017,
,30002645            ,PER,04/08/2017,
,30002646            ,PER,04/08/2017,
,30002647            ,PER,04/08/2017,
,30002648            ,PER,04/08/2017,
,30002649            ,PER,04/08/2017,
,30002650            ,PER,04/08/2017,
,30002651            ,PER,04/08/2017,
,30002652            ,PER,04/08/2017,
,30002653            ,PER,04/08/2017,
,30002654            ,PER,04/08/2017,
,30002655            ,PER,04/08/2017,
,30002656            ,PER,04/08/2017,
,30002657            ,PER,04/08/2017,
,30002658            ,PER,04/08/2017,
,30002659            ,PER,04/08/2017,
,30002660            ,PER,04/08/2017,
,30002661            ,PER,04/08/2017,
,30002662            ,PER,04/08/2017,
,30002663            ,PER,04/08/2017,
,30002664            ,PER,04/08/2017,
,30002665            ,PER,04/08/2017,
,30002666            ,PER,04/08/2017,
,30002667            ,PER,04/08/2017,
,30002668            ,PER,04/08/2017,
,30002669            ,PER,04/08/2017,
,30002670            ,PER,04/08/2017,
,30002671            ,PER,04/08/2017,
,30002672            ,PER,04/08/2017,
,30002673            ,PER,04/08/2017,
,30002674            ,PER,04/08/2017,
,30002676            ,PER,04/08/2017,
,30002677            ,PER,04/08/2017,
,30002678            ,PER,04/08/2017,
,30002679            ,PER,04/08/2017,
,30002680            ,PER,04/08/2017,
,30002681            ,PER,04/08/2017,
,30002682            ,PER,04/08/2017,
,30002683            ,PER,04/08/2017,
,30002684            ,PER,04/08/2017,
,30002685            ,PER,04/08/2017,
,30002686            ,PER,04/08/2017,
,30002687            ,PER,04/08/2017,
,30002688            ,PER,04/08/2017,
,30002689            ,PER,04/08/2017,
,30002690            ,PER,04/08/2017,
,30002691            ,PER,04/08/2017,
,30002692            ,PER,04/08/2017,
,30002693            ,PER,04/08/2017,
,30002694            ,PER,04/08/2017,
,30002695            ,PER,04/08/2017,
,30002696            ,PER,04/08/2017,
,30002697            ,PER,04/08/2017,
,30002698            ,PER,04/08/2017,
,30002699            ,PER,04/08/2017,
,30002700            ,PER,04/08/2017,
,30002701            ,PER,04/08/2017,
,30002702            ,PER,04/08/2017,
,30002703            ,PER,04/08/2017,
,30002704            ,PER,04/08/2017,
,30002705            ,PER,04/08/2017,
,30002706            ,PER,04/08/2017,
,30002707            ,PER,04/08/2017,
,30002708            ,PER,04/08/2017,
,30002709            ,PER,04/08/2017,
,30002710            ,PER,04/08/2017,
,30002711            ,PER,04/08/2017,
,30002712            ,PER,04/08/2017,
,30002713            ,PER,04/08/2017,
,30002714            ,PER,04/08/2017,
,30002715            ,PER,04/08/2017,
,30002716            ,PER,04/08/2017,
,30002717            ,PER,04/08/2017,
,30002718            ,PER,04/08/2017,
,30002719            ,PER,04/08/2017,
,30002720            ,PER,04/08/2017,
,30002721            ,PER,04/08/2017,
,30002722            ,PER,04/08/2017,
,30002723            ,PER,04/08/2017,
,30002724            ,PER,04/08/2017,
,30002725            ,PER,04/08/2017,
,30002726            ,PER,04/08/2017,
,30002727            ,PER,04/08/2017,
,30002728            ,PER,04/08/2017,
,30002729            ,PER,04/08/2017,
,30002730            ,PER,04/08/2017,
,30002731            ,PER,04/08/2017,
,30002732            ,PER,04/08/2017,
,30002733            ,PER,04/08/2017,
,30002734            ,PER,04/08/2017,
,30002735            ,PER,04/08/2017,
,30002736            ,PER,04/08/2017,
,30002737            ,PER,04/08/2017,
,30002738            ,PER,04/08/2017,
,30002739            ,PER,04/08/2017,
,30002740            ,PER,04/08/2017,
,30002741            ,PER,04/08/2017,
,30002742            ,PER,04/08/2017,
,30002743            ,PER,04/08/2017,
,30002744            ,PER,04/08/2017,
,30002745            ,PER,04/08/2017,
,30002746            ,PER,04/08/2017,
,30002747            ,PER,04/08/2017,
,30002748            ,PER,04/08/2017,
,30002749            ,PER,04/08/2017,
,30002750            ,PER,04/08/2017,
,30002751            ,PER,04/08/2017,
,30002752            ,PER,04/08/2017,
,30002753            ,PER,04/08/2017,
,30002754            ,PER,04/08/2017,
,30002755            ,PER,04/08/2017,
,30002756            ,PER,04/08/2017,
,30002757            ,PER,04/08/2017,
,30002758            ,PER,04/08/2017,
,30002759            ,PER,04/08/2017,
,30002760            ,PER,04/08/2017,
,30002762            ,PER,04/08/2017,
,30002763            ,PER,04/08/2017,
,30002764            ,PER,04/08/2017,
,30002765            ,PER,04/08/2017,
,30002766            ,PER,04/08/2017,
,30002767            ,PER,04/08/2017,
,30002768            ,PER,04/08/2017,
,30002769            ,PER,04/08/2017,
,30002770            ,PER,04/08/2017,
,30002771            ,PER,04/08/2017,
,30002772            ,PER,04/08/2017,
,30002773            ,PER,04/08/2017,
,30002774            ,PER,04/08/2017,
,30002775            ,PER,04/08/2017,
,30002776            ,PER,04/08/2017,
,30002777            ,PER,04/08/2017,
,30002778            ,PER,04/08/2017,
,30002779            ,PER,04/08/2017,
,30002780            ,PER,04/08/2017,
,30002781            ,PER,04/08/2017,
,30002782            ,PER,04/08/2017,
,30002783            ,PER,04/08/2017,
,30002784            ,PER,04/08/2017,
,30002785            ,PER,04/08/2017,
,30002786            ,PER,04/08/2017,
,30002787            ,PER,04/08/2017,
,30002788            ,PER,04/08/2017,
,30002789            ,PER,04/08/2017,
,30002790            ,PER,04/08/2017,
,30002791            ,PER,04/08/2017,
,30002792            ,PER,04/08/2017,
,30002793            ,PER,04/08/2017,
,30002794            ,PER,04/08/2017,
,30002795            ,PER,04/08/2017,
,30002796            ,PER,04/08/2017,
,30002797            ,PER,04/08/2017,
,30002798            ,PER,04/08/2017,
,30002799            ,PER,04/08/2017,
,30002800            ,PER,04/08/2017,
,30002801            ,PER,04/08/2017,
,30002802            ,PER,04/08/2017,
,30002803            ,PER,04/08/2017,
,30002804            ,PER,04/08/2017,
,30002805            ,PER,04/08/2017,
,30002806            ,PER,04/08/2017,
,30002807            ,PER,04/08/2017,
,30002808            ,PER,04/08/2017,
,30002809            ,PER,04/08/2017,
,30002810            ,PER,04/08/2017,
,30002811            ,PER,04/08/2017,
,30002812            ,PER,04/08/2017,
,30002813            ,PER,04/08/2017,
,30002814            ,PER,04/08/2017,
,30002815            ,PER,04/08/2017,
,30002816            ,PER,04/08/2017,
,30002817            ,PER,04/08/2017,
,30002818            ,PER,04/08/2017,
,30002819            ,PER,04/08/2017,
,30002820            ,PER,04/08/2017,
,30002821            ,PER,04/08/2017,
,30002822            ,PER,04/08/2017,
,30002823            ,PER,04/08/2017,
,30002824            ,PER,04/08/2017,
,30002825            ,PER,04/08/2017,
,30002826            ,PER,04/08/2017,
,30002827            ,PER,04/08/2017,
,30002828            ,PER,04/08/2017,
,30002829            ,PER,04/08/2017,
,30002830            ,PER,04/08/2017,
,30002831            ,PER,04/08/2017,
,30002832            ,PER,04/08/2017,
,30002833            ,PER,04/08/2017,
,30002834            ,PER,04/08/2017,
,30002835            ,PER,04/08/2017,
,30002836            ,PER,04/08/2017,
,30002837            ,PER,04/08/2017,
,30002838            ,PER,04/08/2017,
,30002839            ,PER,04/08/2017,
,30002840            ,PER,04/08/2017,
,30002841            ,PER,04/08/2017,
,30002842            ,PER,04/08/2017,
,30002843            ,PER,04/08/2017,
,30002844            ,PER,04/08/2017,
,30002845            ,PER,04/08/2017,
,30002846            ,PER,04/08/2017,
,30002847            ,PER,04/08/2017,
,30002848            ,PER,04/08/2017,
,30002849            ,PER,04/08/2017,
,30002850            ,PER,04/08/2017,
,30002851            ,PER,04/08/2017,
,30002852            ,PER,04/08/2017,
,30002853            ,PER,04/08/2017,
,30002854            ,PER,04/08/2017,
,30002855            ,PER,04/08/2017,
,30002856            ,PER,04/08/2017,
,30002857            ,PER,04/08/2017,
,30002858            ,PER,04/08/2017,
,30002859            ,PER,04/08/2017,
,30002860            ,PER,04/08/2017,
,30002861            ,PER,04/08/2017,
,30002862            ,PER,04/08/2017,
,30002863            ,PER,04/08/2017,
,30002864            ,PER,04/08/2017,
,30002865            ,PER,04/08/2017,
,30002866            ,PER,04/08/2017,
,30002867            ,PER,04/08/2017,
,30002868            ,PER,04/08/2017,
,30002869            ,PER,04/08/2017,
,30002870            ,PER,04/08/2017,
,30002871            ,PER,04/08/2017,
,30002872            ,PER,04/08/2017,
,30002873            ,PER,04/08/2017,
,30002874            ,PER,04/08/2017,
,30002876            ,PER,04/08/2017,
,30002877            ,PER,04/08/2017,
,30002878            ,PER,04/08/2017,
,30002879            ,PER,04/08/2017,
,30002880            ,PER,04/08/2017,
,30002881            ,PER,04/08/2017,
,30002882            ,PER,04/08/2017,
,30002883            ,PER,04/08/2017,
,30002884            ,PER,04/08/2017,
,30002885            ,PER,04/08/2017,
,30002886            ,PER,04/08/2017,
,30002887            ,PER,04/08/2017,
,30002888            ,PER,04/08/2017,
,30002889            ,PER,04/08/2017,
,30002890            ,PER,04/08/2017,
,30002891            ,PER,04/08/2017,
,30002892            ,PER,04/08/2017,
,30002893            ,PER,04/08/2017,
,30002894            ,PER,04/08/2017,
,30002895            ,PER,04/08/2017,
,30002896            ,PER,04/08/2017,
,30002897            ,PER,04/08/2017,
,30002898            ,PER,04/08/2017,
,30002899            ,PER,04/08/2017,
,30002900            ,PER,04/08/2017,
,30002901            ,PER,04/08/2017,
,30002902            ,PER,04/08/2017,
,30002903            ,PER,04/08/2017,
,30002904            ,PER,04/08/2017,
,30002905            ,PER,04/08/2017,
,30002906            ,PER,04/08/2017,
,30002907            ,PER,04/08/2017,
,30002908            ,PER,04/08/2017,
,30002909            ,PER,04/08/2017,
,30002910            ,PER,04/08/2017,
,30002911            ,PER,04/08/2017,
,30002912            ,PER,04/08/2017,
,30002913            ,PER,04/08/2017,
,30002914            ,PER,04/08/2017,
,30002915            ,PER,04/08/2017,
,30002916            ,PER,04/08/2017,
,30002917            ,PER,04/08/2017,
,30002918            ,PER,04/08/2017,
,30002919            ,PER,04/08/2017,
,30002920            ,PER,04/08/2017,
,30002921            ,PER,04/08/2017,
,30002922            ,PER,04/08/2017,
,30002923            ,PER,04/08/2017,
,30002924            ,PER,04/08/2017,
,30002925            ,PER,04/08/2017,
,30002926            ,PER,04/08/2017,
,30002927            ,PER,04/08/2017,
,30002928            ,PER,04/08/2017,
,30002929            ,PER,04/08/2017,
,30002930            ,PER,04/08/2017,
,30002931            ,PER,04/08/2017,
,30002932            ,PER,04/08/2017,
,30002933            ,PER,04/08/2017,
,30002934            ,PER,04/08/2017,
,30002935            ,PER,04/08/2017,
,30002936            ,PER,04/08/2017,
,30002937            ,PER,04/08/2017,
,30002938            ,PER,04/08/2017,
,30002939            ,PER,04/08/2017,
,30002940            ,PER,04/08/2017,
,30002941            ,PER,04/08/2017,
,30002942            ,PER,04/08/2017,
,30002943            ,PER,04/08/2017,
,30002944            ,PER,04/08/2017,
,30002945            ,PER,04/08/2017,
,30002946            ,PER,04/08/2017,
,30002947            ,PER,04/08/2017,
,30002948            ,PER,04/08/2017,
,30002949            ,PER,04/08/2017,
,30002950            ,PER,04/08/2017,
,30002951            ,PER,04/08/2017,
,30002952            ,PER,04/08/2017,
,30002953            ,PER,04/08/2017,
,30002954            ,PER,04/08/2017,
,30002955            ,PER,04/08/2017,
,30002956            ,PER,04/08/2017,
,30002957            ,PER,04/08/2017,
,30002958            ,PER,04/08/2017,
,30002959            ,PER,04/08/2017,
,30002960            ,PER,04/08/2017,
,30002961            ,PER,04/08/2017,
,30002962            ,PER,04/08/2017,
,30002963            ,PER,04/08/2017,
,30002964            ,PER,04/08/2017,
,30002965            ,PER,04/08/2017,
,30002966            ,PER,04/08/2017,
,30002967            ,PER,04/08/2017,
,30002968            ,PER,04/08/2017,
,30002969            ,PER,04/08/2017,
,30002970            ,PER,04/08/2017,
,30002971            ,PER,04/08/2017,
,30002972            ,PER,04/08/2017,
,30002973            ,PER,04/08/2017,
,30002974            ,PER,04/08/2017,
,30002975            ,PER,04/08/2017,
,30002976            ,PER,04/08/2017,
,30002977            ,PER,04/08/2017,
,30002978            ,PER,04/08/2017,
,30002979            ,PER,04/08/2017,
,30002980            ,PER,04/08/2017,
,30002981            ,PER,04/08/2017,
,30002982            ,PER,04/08/2017,
,30002983            ,PER,04/08/2017,
,30002984            ,PER,04/08/2017,
,30002985            ,PER,04/08/2017,
,30002986            ,PER,04/08/2017,
,30002987            ,PER,04/08/2017,
,30002988            ,PER,04/08/2017,
,30002989            ,PER,04/08/2017,
,30002990            ,PER,04/08/2017,
,30002991            ,PER,04/08/2017,
,30002992            ,PER,04/08/2017,
,30002993            ,PER,04/08/2017,
,30002994            ,PER,04/08/2017,
,30002995            ,PER,04/08/2017,
,30002996            ,PER,04/08/2017,
,30002997            ,PER,04/08/2017,
,30002998            ,PER,04/08/2017,
,30002999            ,PER,04/08/2017,
,30003000            ,PER,04/08/2017,
,30003001            ,PER,04/08/2017,
,30003002            ,PER,04/08/2017,
,30003003            ,PER,04/08/2017,
,30003004            ,PER,04/08/2017,
,30003005            ,PER,04/08/2017,
,30003006            ,PER,04/08/2017,
,30003007            ,PER,04/08/2017,
,30003008            ,PER,04/08/2017,
,30003009            ,PER,04/08/2017,
,30003010            ,PER,04/08/2017,
,30003011            ,PER,04/08/2017,
,30003012            ,PER,04/08/2017,
,30003013            ,PER,04/08/2017,
,30003014            ,PER,04/08/2017,
,30003015            ,PER,04/08/2017,
,30003016            ,PER,04/08/2017,
,30003017            ,PER,04/08/2017,
,30003018            ,PER,04/08/2017,
,30003019            ,PER,04/08/2017,
,30003020            ,PER,04/08/2017,
,30003021            ,PER,04/08/2017,
,30003022            ,PER,04/08/2017,
,30003023            ,PER,04/08/2017,
,30003024            ,PER,04/08/2017,
,30003025            ,PER,04/08/2017,
,30003026            ,PER,04/08/2017,
,30003027            ,PER,04/08/2017,
,30003028            ,PER,04/08/2017,
,30003029            ,PER,04/08/2017,
,30003030            ,PER,04/08/2017,
,30003031            ,PER,04/08/2017,
,30003032            ,PER,04/08/2017,
,30003033            ,PER,04/08/2017,
,30003034            ,PER,04/08/2017,
,30003035            ,PER,04/08/2017,
,30003036            ,PER,04/08/2017,
,30003037            ,PER,04/08/2017,
,30003038            ,PER,04/08/2017,
,30003039            ,PER,04/08/2017,
,30003040            ,PER,04/08/2017,
,30003041            ,PER,04/08/2017,
,30003042            ,PER,04/08/2017,
,30003043            ,PER,04/08/2017,
,30003044            ,PER,04/08/2017,
,30003045            ,PER,04/08/2017,
,30003046            ,PER,04/08/2017,
,30003047            ,PER,04/08/2017,
,30003048            ,PER,04/08/2017,
,30003049            ,PER,04/08/2017,
,30003050            ,PER,04/08/2017,
,30003051            ,PER,04/08/2017,
,30003052            ,PER,04/08/2017,
,30003053            ,PER,04/08/2017,
,30003054            ,PER,04/08/2017,
,30003055            ,PER,04/08/2017,
,30003056            ,PER,04/08/2017,
,30003057            ,PER,04/08/2017,
,30003058            ,PER,04/08/2017,
,30003059            ,PER,04/08/2017,
,30003060            ,PER,04/08/2017,
,30003061            ,PER,04/08/2017,
,30003062            ,PER,04/08/2017,
,30003063            ,PER,04/08/2017,
,30003064            ,PER,04/08/2017,
,30003065            ,PER,04/08/2017,
,30003066            ,PER,04/08/2017,
,30003067            ,PER,04/08/2017,
,30003068            ,PER,04/08/2017,
,30003069            ,PER,04/08/2017,
,30003070            ,PER,04/08/2017,
,30003071            ,PER,04/08/2017,
,30003072            ,PER,04/08/2017,
,30003073            ,PER,04/08/2017,
,30003075            ,PER,04/08/2017,
,30003076            ,PER,04/08/2017,
,30003077            ,PER,04/08/2017,
,30003078            ,PER,04/08/2017,
,30003079            ,PER,04/08/2017,
,30003080            ,PER,04/08/2017,
,30003081            ,PER,04/08/2017,
,30003082            ,PER,04/08/2017,
,30003083            ,PER,04/08/2017,
,30003084            ,PER,04/08/2017,
,30003085            ,PER,04/08/2017,
,30003086            ,PER,04/08/2017,
,30003087            ,PER,04/08/2017,
,30003088            ,PER,04/08/2017,
,30003089            ,PER,04/08/2017,
,30003090            ,PER,04/08/2017,
,30003091            ,PER,04/08/2017,
,30003092            ,PER,04/08/2017,
,30003094            ,PER,04/08/2017,
,30003095            ,PER,04/08/2017,
,30003096            ,PER,04/08/2017,
,30003097            ,PER,04/08/2017,
,30003098            ,PER,04/08/2017,
,30003099            ,PER,04/08/2017,
,30003100            ,PER,04/08/2017,
,30003101            ,PER,04/08/2017,
,30003102            ,PER,04/08/2017,
,30003103            ,PER,04/08/2017,
,30003104            ,PER,04/08/2017,
,30003105            ,PER,04/08/2017,
,30003106            ,PER,04/08/2017,
,30003107            ,PER,04/08/2017,
,30003108            ,PER,04/08/2017,
,30003109            ,PER,04/08/2017,
,30003110            ,PER,04/08/2017,
,30003111            ,PER,04/08/2017,
,30003112            ,PER,04/08/2017,
,30003113            ,PER,04/08/2017,
,30003114            ,PER,04/08/2017,
,30003115            ,PER,04/08/2017,
,30003116            ,PER,04/08/2017,
,30003117            ,PER,04/08/2017,
,30003118            ,PER,04/08/2017,
,30003119            ,PER,04/08/2017,
,30003120            ,PER,04/08/2017,
,30003121            ,PER,04/08/2017,
,30003122            ,PER,04/08/2017,
,30003123            ,PER,04/08/2017,
,30003124            ,PER,04/08/2017,
,30003125            ,PER,04/08/2017,
,30003126            ,PER,04/08/2017,
,30003127            ,PER,04/08/2017,
,30003128            ,PER,04/08/2017,
,30003129            ,PER,04/08/2017,
,30003130            ,PER,04/08/2017,
,30003131            ,PER,04/08/2017,
,30003132            ,PER,04/08/2017,
,30003133            ,PER,04/08/2017,
,30003134            ,PER,04/08/2017,
,30003135            ,PER,04/08/2017,
,30003136            ,PER,04/08/2017,
,30003137            ,PER,04/08/2017,
,30003138            ,PER,04/08/2017,
,30003139            ,PER,04/08/2017,
,30003140            ,PER,04/08/2017,
,30003141            ,PER,04/08/2017,
,30003142            ,PER,04/08/2017,
,30003143            ,PER,04/08/2017,
,30003144            ,PER,04/08/2017,
,30003145            ,PER,04/08/2017,
,30003146            ,PER,04/08/2017,
,30003147            ,PER,04/08/2017,
,30003148            ,PER,04/08/2017,
,30003149            ,PER,04/08/2017,
,30003150            ,PER,04/08/2017,
,30003151            ,PER,04/08/2017,
,30003152            ,PER,04/08/2017,
,30003153            ,PER,04/08/2017,
,30003154            ,PER,04/08/2017,
,30003155            ,PER,04/08/2017,
,30003156            ,PER,04/08/2017,
,30003157            ,PER,04/08/2017,
,30003158            ,PER,04/08/2017,
,30003159            ,PER,04/08/2017,
,30003160            ,PER,04/08/2017,
,30003161            ,PER,04/08/2017,
,30003162            ,PER,04/08/2017,
,30003163            ,PER,04/08/2017,
,30003164            ,PER,04/08/2017,
,30003165            ,PER,04/08/2017,
,30003166            ,PER,04/08/2017,
,30003167            ,PER,04/08/2017,
,30003168            ,PER,04/08/2017,
,30003169            ,PER,04/08/2017,
,30003170            ,USA,04/08/2017,
,30003171            ,PER,04/08/2017,
,30003172            ,PER,04/08/2017,
,30003173            ,PER,04/08/2017,
,30003174            ,PER,04/08/2017,
,30003175            ,PER,04/08/2017,
,30003176            ,PER,04/08/2017,
,30003177            ,PER,04/08/2017,
